Ano,Ambito,Departamento,Provincia,Distrito,Organizacion,Votos,Validos,Emitidos
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,DEMOCRACIA DIRECTA,1,0.13,0.09
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,PERU POSIBLE,19,2.47,1.68
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,PROGRESANDO PERU,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,PARTIDO POLITICO ORDEN,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,PERUANOS POR EL KAMBIO,65,8.45,5.75
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,VOTOS EN BLANCO,286,,25.29
2016,PERU,LIMA,CAJATAMBO,CAJATAMBO,VOTOS NULOS,76,,6.72
2016,PERU,LIMA,CAJATAMBO,COPA,FRENTE ESPERANZA,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,COPA,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,COPA,FUERZA POPULAR,188,72.31,52.51
2016,PERU,LIMA,CAJATAMBO,COPA,ALIANZA POPULAR,12,4.62,3.35
2016,PERU,LIMA,CAJATAMBO,COPA,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,COPA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",37,14.23,10.34
2016,PERU,LIMA,CAJATAMBO,COPA,ACCION POPULAR,8,3.08,2.23
2016,PERU,LIMA,CAJATAMBO,COPA,DEMOCRACIA DIRECTA,1,0.38,0.28
2016,PERU,LIMA,CAJATAMBO,COPA,PERU POSIBLE,2,0.77,0.56
2016,PERU,LIMA,CAJATAMBO,COPA,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,COPA,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,COPA,PROGRESANDO PERU,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,COPA,PARTIDO POLITICO ORDEN,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,COPA,PERUANOS POR EL KAMBIO,12,4.62,3.35
2016,PERU,LIMA,CAJATAMBO,COPA,VOTOS EN BLANCO,80,,22.35
2016,PERU,LIMA,CAJATAMBO,COPA,VOTOS NULOS,18,,5.03
2016,PERU,LIMA,CAJATAMBO,GORGOR,FRENTE ESPERANZA,3,0.45,0.37
2016,PERU,LIMA,CAJATAMBO,GORGOR,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,GORGOR,FUERZA POPULAR,532,80.61,65.28
2016,PERU,LIMA,CAJATAMBO,GORGOR,ALIANZA POPULAR,10,1.52,1.23
2016,PERU,LIMA,CAJATAMBO,GORGOR,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,GORGOR,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",71,10.76,8.71
2016,PERU,LIMA,CAJATAMBO,GORGOR,ACCION POPULAR,9,1.36,1.10
2016,PERU,LIMA,CAJATAMBO,GORGOR,DEMOCRACIA DIRECTA,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,GORGOR,PERU POSIBLE,2,0.30,0.25
2016,PERU,LIMA,CAJATAMBO,GORGOR,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,GORGOR,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,GORGOR,PROGRESANDO PERU,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,GORGOR,PARTIDO POLITICO ORDEN,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,GORGOR,PERUANOS POR EL KAMBIO,33,5.00,4.05
2016,PERU,LIMA,CAJATAMBO,GORGOR,VOTOS EN BLANCO,130,,15.95
2016,PERU,LIMA,CAJATAMBO,GORGOR,VOTOS NULOS,25,,3.07
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,FRENTE ESPERANZA,6,1.48,1.04
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,FUERZA POPULAR,250,61.58,43.18
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,ALIANZA POPULAR,10,2.46,1.73
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",74,18.23,12.78
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,ACCION POPULAR,14,3.45,2.42
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,DEMOCRACIA DIRECTA,3,0.74,0.52
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,PERU POSIBLE,2,0.49,0.35
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,PROGRESANDO PERU,2,0.49,0.35
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,PARTIDO POLITICO ORDEN,1,0.25,0.17
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,PERUANOS POR EL KAMBIO,44,10.84,7.60
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,VOTOS EN BLANCO,130,,22.45
2016,PERU,LIMA,CAJATAMBO,HUANCAPON,VOTOS NULOS,43,,7.43
2016,PERU,LIMA,CAJATAMBO,MANAS,FRENTE ESPERANZA,2,0.35,0.28
2016,PERU,LIMA,CAJATAMBO,MANAS,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,MANAS,FUERZA POPULAR,396,68.39,55.54
2016,PERU,LIMA,CAJATAMBO,MANAS,ALIANZA POPULAR,9,1.55,1.26
2016,PERU,LIMA,CAJATAMBO,MANAS,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,MANAS,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",110,19.00,15.43
2016,PERU,LIMA,CAJATAMBO,MANAS,ACCION POPULAR,7,1.21,0.98
2016,PERU,LIMA,CAJATAMBO,MANAS,DEMOCRACIA DIRECTA,2,0.35,0.28
2016,PERU,LIMA,CAJATAMBO,MANAS,PERU POSIBLE,1,0.17,0.14
2016,PERU,LIMA,CAJATAMBO,MANAS,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,MANAS,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,MANAS,PROGRESANDO PERU,1,0.17,0.14
2016,PERU,LIMA,CAJATAMBO,MANAS,PARTIDO POLITICO ORDEN,0,0.00,0.00
2016,PERU,LIMA,CAJATAMBO,MANAS,PERUANOS POR EL KAMBIO,51,8.81,7.15
2016,PERU,LIMA,CAJATAMBO,MANAS,VOTOS EN BLANCO,113,,15.85
2016,PERU,LIMA,CAJATAMBO,MANAS,VOTOS NULOS,21,,2.95
2016,PERU,LIMA,CANTA,ARAHUAY,FRENTE ESPERANZA,2,0.45,0.37
2016,PERU,LIMA,CANTA,ARAHUAY,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CANTA,ARAHUAY,FUERZA POPULAR,316,71.33,59.18
2016,PERU,LIMA,CANTA,ARAHUAY,ALIANZA POPULAR,22,4.97,4.12
2016,PERU,LIMA,CANTA,ARAHUAY,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,ARAHUAY,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",47,10.61,8.80
2016,PERU,LIMA,CANTA,ARAHUAY,ACCION POPULAR,21,4.74,3.93
2016,PERU,LIMA,CANTA,ARAHUAY,DEMOCRACIA DIRECTA,0,0.00,0.00
2016,PERU,LIMA,CANTA,ARAHUAY,PERU POSIBLE,5,1.13,0.94
2016,PERU,LIMA,CANTA,ARAHUAY,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CANTA,ARAHUAY,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,ARAHUAY,PROGRESANDO PERU,2,0.45,0.37
2016,PERU,LIMA,CANTA,ARAHUAY,PARTIDO POLITICO ORDEN,0,0.00,0.00
2016,PERU,LIMA,CANTA,ARAHUAY,PERUANOS POR EL KAMBIO,28,6.32,5.24
2016,PERU,LIMA,CANTA,ARAHUAY,VOTOS EN BLANCO,74,,13.86
2016,PERU,LIMA,CANTA,ARAHUAY,VOTOS NULOS,17,,3.18
2016,PERU,LIMA,CANTA,CANTA,FRENTE ESPERANZA,17,0.84,0.70
2016,PERU,LIMA,CANTA,CANTA,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CANTA,CANTA,FUERZA POPULAR,"1,027",50.72,42.23
2016,PERU,LIMA,CANTA,CANTA,ALIANZA POPULAR,124,6.12,5.10
2016,PERU,LIMA,CANTA,CANTA,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,CANTA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",472,23.31,19.41
2016,PERU,LIMA,CANTA,CANTA,ACCION POPULAR,103,5.09,4.24
2016,PERU,LIMA,CANTA,CANTA,DEMOCRACIA DIRECTA,11,0.54,0.45
2016,PERU,LIMA,CANTA,CANTA,PERU POSIBLE,23,1.14,0.95
2016,PERU,LIMA,CANTA,CANTA,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CANTA,CANTA,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,CANTA,PROGRESANDO PERU,10,0.49,0.41
2016,PERU,LIMA,CANTA,CANTA,PARTIDO POLITICO ORDEN,7,0.35,0.29
2016,PERU,LIMA,CANTA,CANTA,PERUANOS POR EL KAMBIO,231,11.41,9.50
2016,PERU,LIMA,CANTA,CANTA,VOTOS EN BLANCO,339,,13.94
2016,PERU,LIMA,CANTA,CANTA,VOTOS NULOS,68,,2.80
2016,PERU,LIMA,CANTA,HUAMANTANGA,FRENTE ESPERANZA,6,1.09,0.94
2016,PERU,LIMA,CANTA,HUAMANTANGA,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAMANTANGA,FUERZA POPULAR,394,71.64,62.05
2016,PERU,LIMA,CANTA,HUAMANTANGA,ALIANZA POPULAR,18,3.27,2.83
2016,PERU,LIMA,CANTA,HUAMANTANGA,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAMANTANGA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",68,12.36,10.71
2016,PERU,LIMA,CANTA,HUAMANTANGA,ACCION POPULAR,6,1.09,0.94
2016,PERU,LIMA,CANTA,HUAMANTANGA,DEMOCRACIA DIRECTA,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAMANTANGA,PERU POSIBLE,3,0.55,0.47
2016,PERU,LIMA,CANTA,HUAMANTANGA,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAMANTANGA,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAMANTANGA,PROGRESANDO PERU,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAMANTANGA,PARTIDO POLITICO ORDEN,5,0.91,0.79
2016,PERU,LIMA,CANTA,HUAMANTANGA,PERUANOS POR EL KAMBIO,50,9.09,7.87
2016,PERU,LIMA,CANTA,HUAMANTANGA,VOTOS EN BLANCO,62,,9.76
2016,PERU,LIMA,CANTA,HUAMANTANGA,VOTOS NULOS,23,,3.62
2016,PERU,LIMA,CANTA,HUAROS,FRENTE ESPERANZA,3,0.51,0.42
2016,PERU,LIMA,CANTA,HUAROS,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAROS,FUERZA POPULAR,385,64.81,54.46
2016,PERU,LIMA,CANTA,HUAROS,ALIANZA POPULAR,39,6.57,5.52
2016,PERU,LIMA,CANTA,HUAROS,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAROS,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",67,11.28,9.48
2016,PERU,LIMA,CANTA,HUAROS,ACCION POPULAR,14,2.36,1.98
2016,PERU,LIMA,CANTA,HUAROS,DEMOCRACIA DIRECTA,4,0.67,0.57
2016,PERU,LIMA,CANTA,HUAROS,PERU POSIBLE,4,0.67,0.57
2016,PERU,LIMA,CANTA,HUAROS,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAROS,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,HUAROS,PROGRESANDO PERU,2,0.34,0.28
2016,PERU,LIMA,CANTA,HUAROS,PARTIDO POLITICO ORDEN,3,0.51,0.42
2016,PERU,LIMA,CANTA,HUAROS,PERUANOS POR EL KAMBIO,73,12.29,10.33
2016,PERU,LIMA,CANTA,HUAROS,VOTOS EN BLANCO,93,,13.15
2016,PERU,LIMA,CANTA,HUAROS,VOTOS NULOS,20,,2.83
2016,PERU,LIMA,CANTA,LACHAQUI,FRENTE ESPERANZA,7,1.41,1.15
2016,PERU,LIMA,CANTA,LACHAQUI,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CANTA,LACHAQUI,FUERZA POPULAR,291,58.67,47.78
2016,PERU,LIMA,CANTA,LACHAQUI,ALIANZA POPULAR,32,6.45,5.25
2016,PERU,LIMA,CANTA,LACHAQUI,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,LACHAQUI,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",107,21.57,17.57
2016,PERU,LIMA,CANTA,LACHAQUI,ACCION POPULAR,18,3.63,2.96
2016,PERU,LIMA,CANTA,LACHAQUI,DEMOCRACIA DIRECTA,2,0.40,0.33
2016,PERU,LIMA,CANTA,LACHAQUI,PERU POSIBLE,3,0.60,0.49
2016,PERU,LIMA,CANTA,LACHAQUI,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CANTA,LACHAQUI,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,LACHAQUI,PROGRESANDO PERU,3,0.60,0.49
2016,PERU,LIMA,CANTA,LACHAQUI,PARTIDO POLITICO ORDEN,2,0.40,0.33
2016,PERU,LIMA,CANTA,LACHAQUI,PERUANOS POR EL KAMBIO,31,6.25,5.09
2016,PERU,LIMA,CANTA,LACHAQUI,VOTOS EN BLANCO,80,,13.14
2016,PERU,LIMA,CANTA,LACHAQUI,VOTOS NULOS,33,,5.42
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,FRENTE ESPERANZA,2,0.63,0.55
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,FUERZA POPULAR,198,62.46,54.10
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,ALIANZA POPULAR,11,3.47,3.01
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",50,15.77,13.66
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,ACCION POPULAR,12,3.79,3.28
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,DEMOCRACIA DIRECTA,0,0.00,0.00
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,PERU POSIBLE,4,1.26,1.09
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,PERU NACION *,0,0.00,0.00
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,PARTIDO HUMANISTA PERUANO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,PROGRESANDO PERU,3,0.95,0.82
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,PARTIDO POLITICO ORDEN,0,0.00,0.00
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,PERUANOS POR EL KAMBIO,37,11.67,10.11
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,VOTOS EN BLANCO,34,,9.29
2016,PERU,LIMA,CANTA,SAN BUENAVENTURA,VOTOS NULOS,15,,4.10
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,FRENTE ESPERANZA,47,1.57,1.20
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP *,0,0.00,0.00
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,FUERZA POPULAR,"1,594",53.17,40.83
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,ALIANZA POPULAR,102,3.40,2.61
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,PERU LIBERTARIO *,0,0.00,0.00
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",796,26.55,20.39
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,ACCION POPULAR,88,2.94,2.25
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,DEMOCRACIA DIRECTA,25,0.83,0.64
2016,PERU,LIMA,CANTA,SANTA ROSA DE QUIVES,PERU POSIBLE,25,0.83,0.64
